43.43,0,34.83,204.93
43.34,0,34.38,200.72
43.3,0,33.94,195.89
43.32,0,33.51,190.51
43.38,0,33.09,185.24
43.46,0,32.68,180.62
43.56,0,32.24,176.34
43.68,0,31.79,172.6
43.82,0,31.34,169.64
43.96,0,30.87,167.35
44.11,0,30.4,165.54
44.26,0,29.94,164
44.43,0,29.49,162.38
44.63,0,29.05,160.06
44.86,0,28.63,156.97
45.13,0,28.24,153.17
45.43,0,27.89,149.03
45.73,0,27.55,145.43
46.06,0,27.2,142.48
46.39,0,26.87,139.96
46.74,0,26.55,137.36
47.11,0,26.27,134.22
47.49,0,26.03,130.4
47.9,0,25.83,125.91
48.31,0,25.67,121.43
48.72,0,25.56,116.78
49.14,0,25.49,111.64
49.55,0,25.48,106.15
49.97,0,25.5,100.97
50.39,0,25.53,96.53
50.83,0,25.58,92.59
51.3,0,25.65,89.09
51.78,0,25.73,86.32
52.28,0,25.81,84.22
52.81,0,25.89,82.86
53.34,0,25.97,82.35
53.86,0,26.05,82.16
54.39,0,26.14,81.33
54.9,0,26.26,79.65
55.4,0,26.41,77.16
55.88,0,26.6,73.86
56.33,0,26.84,69.84
56.74,0,27.11,65.1
57.11,0,27.43,59.75
57.42,0,27.78,53.94
57.69,0,28.15,48.28
57.9,0,28.54,42.36
58.07,0,28.96,36.45
58.21,0,29.38,31.27
58.35,0,29.82,26.56
58.46,0,30.28,22.61
58.57,0,30.76,19.21
58.68,0,31.27,16.5
58.77,0,34.98,352.51
58.76,0,35.01,352.49
58.75,0,35.06,352.36
58.73,0,35.15,352.08
58.71,0,35.26,351.57
58.67,0,35.39,350.85
58.63,0,35.54,350.15
58.58,0,35.72,349.45
58.52,0,35.92,348.58
58.46,0,36.13,347.83
58.37,0,36.37,346.63
58.27,0,36.63,344.95
58.15,0,36.87,342.88
58,0,37.12,340.35
57.85,0,37.37,337.94
57.67,0,37.62,335.09
57.47,0,37.89,332.53
57.26,0,38.19,330.35
57.03,0,38.49,328.42
56.78,0,38.78,326.08
56.51,0,39.05,323.17
56.23,0,39.29,319.69
55.91,0,39.5,315.57
55.56,0,39.7,311.5
55.18,0,39.89,307.12
54.77,0,40.08,303.19
54.35,0,40.26,299.94
53.92,0,40.44,297.42
53.49,0,40.61,295.62
53.06,0,40.78,294.23
52.62,0,40.92,292.37
52.18,0,41.04,289.87
51.74,0,41.12,286.7
51.3,0,41.15,282.85
50.87,0,41.14,278.61
50.43,0,41.11,274.85
50.01,0,41.05,270.98
49.61,0,40.94,266.56
49.22,0,40.8,262.02
48.84,0,40.64,257.86
48.47,0,40.44,253.22
48.08,0,40.21,248.99
47.68,0,39.96,245.3
47.26,0,39.69,242.22
46.84,0,39.41,239.97
46.43,0,39.12,238.29
46.03,0,38.81,236.27
45.65,0,38.49,233.82
45.29,0,38.14,230.97
44.97,0,37.77,227.47
44.7,0,37.38,223.35
44.44,0,36.98,219.65
44.2,0,36.56,216.35
43.97,0,36.14,213.65
43.75,0,35.71,211.34
43.57,0,35.28,208.48
